,PMI1,SpherocityIndex,GETAWAY_1,GETAWAY_5,GETAWAY_8,GETAWAY_9,GETAWAY_12,GETAWAY_14,GETAWAY_22,GETAWAY_29,GETAWAY_35,GETAWAY_36,GETAWAY_40,GETAWAY_48,GETAWAY_52,GETAWAY_85,GETAWAY_101,GETAWAY_129,GETAWAY_145,GETAWAY_148,GETAWAY_177,GETAWAY_182,GETAWAY_184,GETAWAY_203,GETAWAY_210,GETAWAY_230,GETAWAY_257,GETAWAY_258,WHIM_21,WHIM_53,WHIM_85,WHIM_100,WHIM_104,WHIM_106,MORSE_19,MORSE_20,MORSE_36,MORSE_43,MORSE_45,MORSE_54,MORSE_59,MORSE_65,MORSE_71,MORSE_72,MORSE_136,MORSE_204,MORSE_205,MORSE_207,MORSE_213,RDF_3,RDF_5,RDF_14,RDF_20,RDF_23,RDF_24,RDF_31,RDF_44,RDF_55,RDF_59,RDF_81,RDF_82,RDF_180,RDF_188,RDF_190,RDF_196,RDF_198,RDF_205,AUTOCORR3D_6,AUTOCORR3D_16,AUTOCORR3D_25,AUTOCORR3D_48,AUTOCORR3D_61,AUTOCORR3D_66,AUTOCORR3D_67,TPSA,Ipc,HallKierAlpha,PEOE_VSA4,PEOE_VSA12,PEOE_VSA14,PetitjeanNumber,GGI5,JGI4,JGI7,min_charge,max_abs_charge,min_abs_charge,aromaticHeterocycles,HDonors,heteroatoms,satureatedRings,PMI1_is_imputed,SpherocityIndex_is_imputed,GETAWAY_1_is_imputed,GETAWAY_5_is_imputed,GETAWAY_8_is_imputed,GETAWAY_9_is_imputed,GETAWAY_12_is_imputed,GETAWAY_14_is_imputed,GETAWAY_22_is_imputed,GETAWAY_29_is_imputed,GETAWAY_35_is_imputed,GETAWAY_36_is_imputed,GETAWAY_40_is_imputed,GETAWAY_48_is_imputed,GETAWAY_52_is_imputed,GETAWAY_85_is_imputed,GETAWAY_101_is_imputed,GETAWAY_129_is_imputed,GETAWAY_145_is_imputed,GETAWAY_148_is_imputed,GETAWAY_177_is_imputed,GETAWAY_182_is_imputed,GETAWAY_184_is_imputed,GETAWAY_203_is_imputed,GETAWAY_210_is_imputed,GETAWAY_230_is_imputed,GETAWAY_257_is_imputed,GETAWAY_258_is_imputed,WHIM_21_is_imputed,WHIM_53_is_imputed,WHIM_85_is_imputed,WHIM_100_is_imputed,WHIM_104_is_imputed,WHIM_106_is_imputed,MORSE_19_is_imputed,MORSE_20_is_imputed,MORSE_36_is_imputed,MORSE_43_is_imputed,MORSE_45_is_imputed,MORSE_54_is_imputed,MORSE_59_is_imputed,MORSE_65_is_imputed,MORSE_71_is_imputed,MORSE_72_is_imputed,MORSE_136_is_imputed,MORSE_204_is_imputed,MORSE_205_is_imputed,MORSE_207_is_imputed,MORSE_213_is_imputed,RDF_3_is_imputed,RDF_5_is_imputed,RDF_14_is_imputed,RDF_20_is_imputed,RDF_23_is_imputed,RDF_24_is_imputed,RDF_31_is_imputed,RDF_44_is_imputed,RDF_55_is_imputed,RDF_59_is_imputed,RDF_81_is_imputed,RDF_82_is_imputed,RDF_180_is_imputed,RDF_188_is_imputed,RDF_190_is_imputed,RDF_196_is_imputed,RDF_198_is_imputed,RDF_205_is_imputed,AUTOCORR3D_6_is_imputed,AUTOCORR3D_16_is_imputed,AUTOCORR3D_25_is_imputed,AUTOCORR3D_48_is_imputed,AUTOCORR3D_61_is_imputed,AUTOCORR3D_66_is_imputed,AUTOCORR3D_67_is_imputed,TPSA_is_imputed,Ipc_is_imputed,HallKierAlpha_is_imputed,PEOE_VSA4_is_imputed,PEOE_VSA12_is_imputed,PEOE_VSA14_is_imputed,PetitjeanNumber_is_imputed,GGI5_is_imputed,JGI4_is_imputed,JGI7_is_imputed,min_charge_is_imputed,max_abs_charge_is_imputed,min_abs_charge_is_imputed,aromaticHeterocycles_is_imputed,HDonors_is_imputed,heteroatoms_is_imputed,satureatedRings_is_imputed
0,0.369588839,0.865371485,0.843635683,0.492117144,0.187862623,-0.687459543,-1.032277663,0.091212992,0.099548666,-0.853701023,0.896967271,0.595415488,-1.015811543,-0.343152328,-1.281517149,0.706309567,-0.055148347,-0.669904401,-0.348294979,-0.346330989,-0.639946558,0.313979135,0.56679741,-0.092564894,0.969749825,0.171923419,-0.174787134,-0.446486992,-0.220370085,-0.49062926,0.463643296,-0.677775832,-0.24298154,1.131322248,0.189336829,-0.635020809,0.03369757,-0.766753259,0.499106119,-0.863777443,0.433716156,1.267348007,-0.56255223,-0.83959109,-1.078715555,0.348813028,0.346668261,0.487177631,0.465122317,0.165899374,-0.117866758,0.334019653,-0.221584468,-0.580955187,-0.843612253,-0.107267736,0.452997087,-0.665240575,-0.380818135,-0.680131195,-0.929017175,-0.455700422,-0.306364125,-0.861423011,0.126032956,-0.314834551,-0.730549591,0.939597512,-0.203516719,0.45018529,0.739265532,0.165588338,-0.138450997,-0.101119022,-0.997536149,-0.10496708,-0.612792157,1.609269981,-0.677158865,0.943978421,1.063765321,-0.539804645,-0.808680587,0.801502499,1.814309606,-0.944148273,-0.32274479,-1.331390355,-0.13192624,-0.580283566,-0.499087154,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,-0.045648944,0.187599816,-0.535370667,-0.324846092,0.00839531,-0.58689107,-0.292854314,-0.049621098,0.936532509,0.150407984,0.78514025,1.578721352,-0.388567782,-0.293597848,-0.309136733,-0.786143756,0.53210298,1.536562013,0.469990786,0.375329342,1.071112513,0.176119213,0.017709959,0.712454263,-0.125615262,-0.380597053,1.293713448,2.397052819,-0.44309791,0.44259664,-0.12239399,1.02392084,0.08017032,1.455330646,-0.373970815,-0.335006074,0.045537936,-0.544425027,-0.353214073,-0.870643735,-0.731413512,0.390322524,0.237029292,0.122756414,0.446158101,2.621468121,-1.59993062,1.042732361,1.349383115,0.529140002,-0.527292529,0.069578916,-0.924007397,-0.97879678,-0.843612253,-0.129956187,0.134314662,-0.665240575,-0.380818135,-1.059693029,-0.849339526,-0.995487974,-0.207326083,-0.299223769,0.7352061,-0.403324225,-0.730549591,1.949723546,0.741117037,0.73292706,-0.835340187,1.645850527,1.700260375,1.266256551,-2.053794744,-0.108897941,0.670370726,2.602567396,-0.677158865,2.080681684,1.063765321,-0.23350388,-0.531533573,2.698630634,1.629185243,-0.900481785,-0.175999587,-1.331390355,-0.13192624,0.362977707,-0.499087154,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
2,-0.54281636,-0.761949567,0.49212426,-0.383200609,-0.18128559,-0.507872984,-0.140147319,-0.03956152,0.20906057,-0.764048433,1.008794292,1.931702945,0.193872853,-0.54137025,0.312549107,-0.859064928,-1.033900559,-0.668033609,-0.843573206,1.283224598,-0.468840651,0.675861431,0.515320461,1.311187262,0.45249409,-0.518727171,0.087821152,0.070703193,0.267917839,-1.487124712,0.018276435,0.784619745,-0.054476288,0.95774632,-0.747631553,-0.013092453,0.723070002,0.434132335,0.689317269,-0.798547668,-0.198524749,1.069261217,-0.978960212,-1.907338558,-1.968225187,-0.264269258,0.070788213,2.262353946,2.398275214,0.090626678,0.902248703,-0.123575224,0.886082459,0.925048842,1.656121804,0.596687446,0.007834988,0.03217624,-0.215646296,1.575468403,0.110353264,-0.952567904,0.80478523,0.425646303,-0.074019607,0.800487467,0.061846413,-0.730202666,0.533505222,-0.46328812,-0.214582163,0.911761319,0.417984859,2.567379741,-1.257715862,-0.094440809,0.340051568,2.602567396,-0.677158865,0.970698492,1.063765321,0.693195164,0.271423072,1.839547069,0.766714733,-0.911605371,0.507667372,-0.191692329,-0.13192624,0.362977707,1.579912839,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
3,-1.170932119,-1.093525781,0.573242281,-1.657274228,-0.47310236,0.068599869,1.1216947,0.050974681,-0.580989599,0.195234279,0.2539619,0.608021973,-0.55284591,-0.3254543,0.185023807,-0.786143756,-0.617930869,0.107276356,-0.176024292,-0.509286548,0.386688885,1.020511236,0.292253684,2.136331898,-0.76457823,1.276964362,1.140112375,0.459098935,-0.734357373,0.44259664,-0.443222132,0.306017557,0.618756753,1.316469904,0.230646057,-0.621881478,-0.269547365,0.747270691,0.266787157,-0.880943173,0.180819794,0.440600278,-0.200883327,-0.397369499,-0.68337794,1.266741419,0.174830567,-0.636242027,1.094846776,0.793591777,-0.529183898,-1.219101334,0.59351606,0.247678748,0.338419387,0.023752959,-1.309109786,0.903482811,1.295642601,1.35282499,1.538764286,-0.96668126,-0.518742437,-0.650592762,-0.565046978,-0.253574324,0.375009118,-0.328213734,-0.982061023,-0.81127799,-0.774778428,0.398200968,-0.982996974,0.300996136,-0.886093986,-0.107834279,0.721189058,0.948454501,-0.677158865,0.943978421,1.063765321,-0.261349404,1.915399807,2.430194597,-0.565051664,0.118438935,0.809908857,-1.331390355,-0.13192624,0.048557283,1.579912839,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
4,-0.014477074,1.832978791,0.302848879,0.287876335,-0.856841412,-0.374978931,1.925415731,-0.2306935,2.352364991,-0.602673771,-0.696567778,-0.841723853,0.089332226,-0.881172401,2.177606627,0.51671452,2.342794573,-0.311513963,0.685329145,-1.223187091,-0.19995994,-0.151298103,-0.522798,-0.681235153,-1.007992694,0.448183655,-0.95022481,-0.777193556,-0.117572627,0.031344549,-0.819303195,-0.970254947,-0.135264253,-1.507031855,0.298242974,-0.118207105,0.274451683,-0.390987232,1.113299374,0.032273673,0.673064499,-1.522500297,0.358237249,-0.823551965,-1.262265161,-0.190209127,0.420952265,-0.480084871,-0.660052844,0.072779595,1.488016825,-0.207482408,-1.43781066,-0.97879678,-0.843612253,-0.565329165,0.105012434,-0.665240575,-0.380818135,-1.112683804,-0.992670268,1.767443227,0.280680356,0.729077199,-0.996469985,-1.260581509,-0.730549591,2.186793942,0.471221678,1.559403002,0.148788387,-0.937055945,0.615828719,0.028625228,0.223443731,-0.108676444,-0.002972173,-0.705658395,0.834230303,-1.302708035,1.063765321,0.156333458,-0.061590025,-1.235760242,-0.881572972,0.472282693,-0.92263906,-1.331390355,1.785401787,-0.89470399,-0.499087154,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
5,-1.252904979,-0.660190094,1.492579847,-0.24704007,-0.690505853,-1.226219219,-0.83536601,0.413119485,-0.800013409,-1.346790268,0.002351103,-0.375283892,-0.478174034,-1.274068639,-1.042407211,-0.285418374,-0.887087728,-1.2891368,0.577659966,-0.020419872,-0.566615455,0.65862894,0.017709959,1.114963842,1.152310673,-0.242466935,0.022169081,-0.766796088,0.079455833,-0.411542319,-0.940205569,0.49214063,0.591827432,0.147725323,-0.835883084,0.534379691,1.254570886,-0.43326091,0.883884399,-0.098185877,-1.006889907,0.328514909,0.667122043,-0.19344348,-0.584543537,-1.009825301,0.738225508,-1.599857063,-0.277469937,-0.586092712,-1.01281809,-1.001790602,-0.497183333,-0.746814662,-0.054299057,-0.630941712,-1.03645007,-0.641832339,-0.380818135,0.28273995,0.308434568,-0.178266633,-1.466134528,-1.434112861,-0.72998257,-0.847412633,-0.701387538,-0.266369283,-1.200053428,-0.702531156,-0.169160844,-0.64402445,-1.048532752,-0.708432534,-0.962460727,-0.10998652,0.822825722,-0.705658395,0.834230303,-1.302708035,1.063765321,-1.318922411,-1.832359105,-1.560310753,1.202485886,-1.857516911,-1.157279551,-0.191692329,3.702729815,-1.209124415,-0.499087154,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
6,-1.363952595,-1.247378369,-0.481291986,-0.553401283,-0.149185746,-0.32649056,-0.533970624,-0.059680676,-0.064719191,-1.155531409,-0.892265064,-0.841723853,0.044529101,-0.750206989,-0.867059923,-0.329171077,0.140602095,-1.039519597,1.072938192,0.452927228,-0.762165063,-0.892295185,0.317992159,2.252053402,-0.15604207,-0.104336817,-0.076928386,-0.375381727,0.242218474,-0.269185826,-1.277311846,1.316399955,0.699544718,0.309729523,-1.194522284,0.76650788,0.900675495,-0.235983746,0.927444205,-0.462099356,-0.957213836,0.422454923,-0.107044908,0.010482539,-0.772799544,-0.547731804,0.88187108,-1.162389058,-0.223760434,-0.022859773,-0.450970225,-0.732715743,-0.618921265,-0.033840067,-0.237696875,-0.188414718,-0.761472663,-0.14951626,-0.37546844,0.012856698,-0.437152363,-0.407367009,-0.999271226,-1.159564338,-0.823955898,-0.98971001,-0.328262809,-0.00868407,-0.815971572,0.058696686,-0.456829197,-0.834343875,-0.71219819,-0.751680617,-0.594834785,-0.109303273,0.289233236,-0.705658395,2.345619471,-1.302708035,-0.952256434,-0.866154188,-0.291156251,-0.353058192,1.208235013,-1.863943943,-1.060586311,-0.191692329,1.785401787,-1.209124415,1.579912839,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
7,-0.987463172,-0.649345515,1.817051929,-1.010511666,-0.213385435,0.100925449,-0.079868241,0.010736369,-0.64356783,1.961390301,0.449659187,0.771906284,-0.463239659,-0.169711647,-0.468543359,-0.222220025,-0.397711621,0.779959976,-0.348294979,0.258932515,0.435576287,0.65862894,0.541058935,1.935077108,-0.795005038,1.553224598,0.578353611,-0.022538617,-0.357433362,0.774761791,-0.11624393,-0.03963958,0.995767257,1.142893976,-0.304496206,-0.610932035,0.067245274,0.539033684,0.250815228,0.629641083,-0.474001144,0.419619712,0.104091533,0.507695416,0.380268498,1.995607854,0.082870551,-0.322787881,1.09834957,0.663413055,-0.242585858,-0.962942857,0.387599395,0.374837679,0.070469603,0.095088719,-0.174269255,0.507029032,1.076305097,0.874264885,1.106546429,-0.937294545,-0.764378331,-1.524699488,-0.368124235,-0.146127746,0.311486404,-0.49313227,-0.764068618,-0.898275458,-0.789918868,0.241111919,-1.02380227,-0.033026295,-1.643989497,-0.107803545,1.508873204,0.948454501,-0.677158865,0.943978421,1.063765321,-0.219581118,2.48366075,1.665380833,-0.578183557,0.133119269,0.810485337,-1.331390355,-0.13192624,0.048557283,1.579912839,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
8,-0.546303984,0.341158953,-0.156819904,0.657454942,0.949504391,0.214064981,-1.377877706,-0.321229701,-1.152015959,-0.856689443,-1.115919106,-0.967788708,-0.52297716,0.170090504,-0.484484021,0.41948629,-0.397711621,-0.700638854,0.125449411,1.298744175,-0.44439695,-1.012922617,-0.076664446,-0.303882423,-1.129699926,-0.242466935,-0.354401292,-0.103035144,0.567743757,-0.016107615,-0.25606018,1.183454903,0.968837935,-1.171451728,0.499156034,-0.205802648,-0.007085914,0.706562705,0.144819702,0.217663558,0.993700958,0.150085587,-0.015161457,0.251069415,0.561464905,-0.11484512,-0.044665238,-1.34544628,-0.869831264,0.07739884,-0.231793929,-0.381902864,0.574901194,1.386580474,0.632291979,-0.615816078,0.082828826,-0.467571025,-0.379480711,1.546713719,0.147743892,-0.27822013,-0.493468634,0.028375364,-0.468711522,-0.507538965,-0.286816374,-1.090961964,-1.013202795,-1.202766594,-0.759637989,-0.906846512,-1.320568059,-0.799529561,0.328226004,-0.106482446,-0.269768416,-0.705658395,0.834230303,-0.255551737,1.063765321,-0.482999776,0.273751696,-0.175618174,1.972343011,-2.271437367,-0.448015413,0.948005698,-0.13192624,-0.265863142,-0.499087154,-0.546303984,0.341158953,-0.156819904,0.657454942,0.949504391,0.214064981,-1.377877706,-0.321229701,-1.152015959,-0.856689443,-1.115919106,-0.967788708,-0.52297716,0.170090504,-0.484484021,0.41948629,-0.397711621,-0.700638854,0.125449411,1.298744175,-0.44439695,-1.012922617,-0.076664446,-0.303882423,-1.129699926,-0.242466935,-0.354401292,-0.103035144,0.567743757,-0.016107615,-0.25606018,1.183454903,0.968837935,-1.171451728,0.499156034,-0.205802648,-0.007085914,0.706562705,0.144819702,0.217663558,0.993700958,0.150085587,-0.015161457,0.251069415,0.561464905,-0.11484512,-0.044665238,-1.34544628,-0.869831264,0.07739884,-0.231793929,-0.381902864,0.574901194,1.386580474,0.632291979,-0.615816078,0.082828826,-0.467571025,-0.379480711,1.546713719,0.147743892,-0.27822013,-0.493468634,0.028375364,-0.468711522,-0.507538965,-0.286816374,-1.090961964,-1.013202795,-1.202766594,-0.759637989,-0.906846512,-1.320568059,-0.799529561,0.328226004,-0.106482446,-0.269768416,-0.705658395,0.834230303,-0.255551737,1.063765321,-0.482999776,0.273751696,-0.175618174,1.972343011,-2.271437367,-0.448015413,0.948005698,-0.13192624,-0.265863142,-0.499087154
9,-0.335426744,-0.868635319,-0.562410007,0.210070312,0.336689175,0.169168341,-1.128724187,0.071093836,-1.652641809,-0.465206467,1.3163186,1.402230556,0.716575988,0.870932441,-0.930822573,0.434070525,-0.153023568,-0.722286598,-1.252716089,0.049418225,3.319933007,0.882651314,0.32657165,-1.174309386,0.60462813,1.967614951,0.184441182,1.129567923,-1.025616837,1.280918212,0.963652954,2.273604333,2.099869445,-0.338287275,1.026787528,0.801546098,-0.717507887,-0.016786897,0.547021905,0.090637155,3.034935882,0.84282231,-0.533227725,-0.165947837,0.196718892,0.659917735,0.094952889,0.30753991,0.801779707,0.094301077,-0.888989046,-0.416017888,0.768957059,0.374395387,2.38462542,-0.361746307,0.301353918,3.337939379,0.953262107,1.236163127,2.008817897,-0.902687822,1.381005077,1.095628803,-0.549909674,0.603490014,2.366538769,-0.688973032,0.990251214,-0.398040019,-0.032896888,0.371012479,-0.383282773,-0.256628088,0.328226004,-0.093121077,-0.168131752,0.948454501,0.834230303,0.881151526,1.063765321,0.40081716,0.207579971,0.566049471,1.972343012,-0.921554286,-0.448015413,0.948005698,-0.13192624,0.991818556,-0.499087154,-0.335426744,-0.868635319,-0.562410007,0.210070312,0.336689175,0.169168341,-1.128724187,0.071093836,-1.652641809,-0.465206467,1.3163186,1.402230556,0.716575988,0.870932441,-0.930822573,0.434070525,-0.153023568,-0.722286598,-1.252716089,0.049418225,3.319933007,0.882651314,0.32657165,-1.174309386,0.60462813,1.967614951,0.184441182,1.129567923,-1.025616837,1.280918212,0.963652954,2.273604333,2.099869445,-0.338287275,1.026787528,0.801546098,-0.717507887,-0.016786897,0.547021905,0.090637155,3.034935882,0.84282231,-0.533227725,-0.165947837,0.196718892,0.659917735,0.094952889,0.30753991,0.801779707,0.094301077,-0.888989046,-0.416017888,0.768957059,0.374395387,2.38462542,-0.361746307,0.301353918,3.337939379,0.953262107,1.236163127,2.008817897,-0.902687822,1.381005077,1.095628803,-0.549909674,0.603490014,2.366538769,-0.688973032,0.990251214,-0.398040019,-0.032896888,0.371012479,-0.383282773,-0.256628088,0.328226004,-0.093121077,-0.168131752,0.948454501,0.834230303,0.881151526,1.063765321,0.40081716,0.207579971,0.566049471,1.972343012,-0.921554286,-0.448015413,0.948005698,-0.13192624,0.991818556,-0.499087154
